Model,Price,Rating,Inches,RAM_GB,SSD_GB,Storage_Detail,Screen_Width,Screen_Height,Screen_Resolution_Type,CPU_Detail,GPU_Detail,OS_Detail,Price_Category
Lenovo V14 82KAA0AMIH Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ DOS),45990.0,53.0,14.0,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,11th Gen Intel Core i5 1135G7,Intel UHD Graphics,DOS OS,1
Lenovo IdeaPad Slim 3 82H803HQIN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),48900.0,60.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,11th Gen Intel Core i5 1155G7,Integrated Intel Iris Xe Graphics,Windows 11 OS,1
Lenovo IdeaPad Slim 3 82H803LKIN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11),49999.0,62.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,11th Gen Intel Core i5 1155G7,Integrated Intel Iris Xe Graphics,Windows 11 OS,1
Lenovo V14 82KAA01QIH Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win10 Home),45990.0,57.0,14.0,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,11th Gen Intel Core i5 1135G7,Intel Integrated Iris Xe,Windows 10 OS,1
Lenovo IdeaPad 1 15ALC7 82R400ERIN Laptop (AMD Ryzen 5 5500U / 16GB/ 512GB SSD/ Win11 Home),40490.0,54.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,5th Gen AMD Ryzen 5  5500U,AMD Radeon,Windows 11 OS,1
Acer Nitro V16 Gaming Laptop (AMD Ryzen 7 8845HS/ 16GB/ 1TB SSD/ Win11/ 8GB Graphics),149900.0,69.0,16.0,16.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,8th Gen Amd Ryzen 7 8845HS,8 GB NVIDIA GeForce RTX 4060,Windows 11 OS,2
Lenovo Yoga Slim 6 14IRH8 83E00012INLaptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),81400.0,59.0,14.0,16.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i5 13500H,Intel Integrated Iris Xe,Windows 11 OS,2
Lenovo IdeaPad Slim 3i 82RK011EIN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),62490.0,61.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i7 1255U,Integrated Intel IrisXe Graphics,Windows 11 OS,1
Huawei MateBook 14s 2023 Laptop (13th Gen Core i9/ 16GB RAM/ 1TB SSD/ Win11 Home),80999.0,68.0,14.2,16.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i9 13900H,Intel Iris Xe Graphics,Windows 11 OS,2
"Dell Inspiron 3535 Laptop (AMD Ryzen R3-7320U,/ 8GB/ 512GB SSD/ Win11)",34450.0,50.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,7th Gen AMD Ryzen 3 7320U,AMD Radeon Graphics,Windows 11 OS,0
Lenovo IdeaPad 1 14IGL7 82V6006EIN Laptop (Celeron N4020/ 8GB/ 256GB SSD/ Win11 Home),26490.0,61.5,14.0,8.0,256.0,256 GB SSD,0.0,0.0,Non-IPS,4th Gen Intel Celeron N4020,Intel Integrated UHD,Windows 11 OS,0
Acer Aspire 5 A515-58P Gaming Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),35999.0,61.5,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i3 1305U,Intel UHD Graphics,Windows 11 OS,0
HP 15s-EQ2084AU Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),51980.0,57.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,5th Gen AMD Ryzen 7  5700U,AMD Radeon AMD,Windows 11 OS,1
Lenovo IdeaPad Gaming 3 15IAH7 82S9017TIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),67990.0,61.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i5 12450H,4 GB NVIDIA GeForce RTX 3050,Windows 11 OS,1
Lenovo Ideapad Slim 5 82XF0078IN Laptop (13th Gen Core i7/ 16 GB RAM/ 1 TB SSD/ Win 11),87190.0,60.0,16.0,16.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i7 13700H,Intel Iris Xe Graphics,Windows 11 OS,2
Dell Inspiron 7430 14 2 in 1 Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),56990.0,55.0,14.0,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i3 1315U,Intel UHD Graphics,Windows 11 OS,1
Lenovo IdeaPad Slim 5 14IAH8 83BF0043IN Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11),64990.0,56.0,14.0,16.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i5 12450H,Integrated Intel UHD Graphics,Windows 11 OS,1
Lenovo Ideapad Slim 5 82XD006GIN Laptop (13th Gen Core i5/ 16 GB RAM/ 1TB SSD/ Win 11),74190.0,53.0,14.0,16.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i5 13420H,Integrated Intel UHD Graphics,Windows 11 OS,1
Dell Latitude 3520 DLCK3520BL Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Ubuntu),35500.0,61.5,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,11th Gen Intel Core i3 1115G4,Intel UHD Graphics,Ubuntu OS,0
Dell Inspiron 3520 IN3520RVTGV001ORB1 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),34990.0,61.5,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,11th Gen Intel Core i3 1115G4,Intel UHD Graphics,Windows 11 OS,0
Lenovo Thinkpad E14 G4 21E3S00P00 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ DOS),67900.0,59.0,14.0,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i5 1235U,Intel Iris Xe Graphics,DOS OS,1
Lenovo IdeaPad Slim 3 82H803U0IN Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11),31500.0,61.5,15.6,8.0,256.0,256 GB SSD,0.0,0.0,Non-IPS,11th Gen Intel Core i3 1115G4,Intel UHD Graphics,Windows 11 OS,0
MSI CreatorPro X17 HX A13VKS-249IN Laptop (13th Gen Core i9/ 64GB/ 4TB SSD/ Win11 Pro/ 12GB Graph),519990.0,61.5,17.0,64.0,4096.0,4 TB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i9 13980HX,12 GB NVIDIA GeForce RTX 3500 Ada,Windows 11 OS,2
Acer Aspire 3 15 A315-510P UN.KDHSI.019 Laptop (Intel Core i3 N305/ 8GB/ 512GB SSD/ Win11 Home),31990.0,61.5,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,Intel Core i3 N305,Intel UHD Graphics,Windows 11 OS,0
Acer Aspire Lite 15 AL15-51 2023  Laptop (11th Gen Core i5/ 16GB/ 1TB SSD/ Win11),50000.0,61.0,15.6,16.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,11th Gen Intel Core i5 1155G7,Intel Iris Xe Graphics,Windows 11 OS,1
Lenovo Thinkpad P16s 21BTS0DG00 Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Pro),135999.0,69.0,16.0,16.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i7 1260P,Intel UHD Graphics,Windows 11 OS,2
Lenovo ThinkPad X1 Carbon 21HMS00000 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Pro),218990.0,64.0,14.0,16.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i7 1355U,Intel Iris Xe Graphics,Windows 11 OS,2
Avita Liber AM15A2INT56F Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),30834.0,61.5,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i3 1215U,Intel Integrated Graphics,Windows 11 OS,0
Acer Aspire Lite AL15-52 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),45200.0,59.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i5 1235U,Intel Iris Xe Graphics,Windows 11 OS,1
Acer Aspire Lite AL15-52 2023 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),42490.0,56.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i5 1235U,Intel Iris Xe Graphics,Windows 11 OS,1
Avita Pura S101 Laptop (Celeron N4020/ 8GB/256GB SSD/ Win11 Home),19299.0,61.5,14.0,8.0,256.0,256 GB SSD,0.0,0.0,Non-IPS,Intel Celeron  N4020,Intel Integrated UHD Graphics,Windows 11 OS,0
Apple MacBook Pro 16 2023 Laptop (Apple M3 Pro/ 36GB/ 512GB SSD/ macOS),289900.0,62.0,16.2,36.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,Apple M3 Pro,18 Core GPU,Mac OS,2
Apple MacBook Pro 14 2023 Laptop (Apple M3/ 8GB/ 1TB SSD/ macOS),176490.0,52.0,14.2,8.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,Apple M3,10 Core GPU,Mac OS,2
Apple MacBook Pro 14 2023 Laptop (Apple M3 Pro/ 18GB/ 1TB SSD/ macOS),224990.0,56.0,14.2,18.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,Apple M3 Pro,18 Core GPU,Mac OS,2
Apple MacBook Pro 16 2023 Laptop (Apple M3 Pro/ 18GB/ 512GB SSD/ macOS),230590.0,56.0,16.2,18.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,Apple M3 Pro,18 Core GPU,Mac OS,2
Apple MacBook Pro 14 2023 Laptop (Apple M3 Max/ 36GB/ 1TB SSD/ macOS),289690.0,63.0,14.2,36.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,Apple M3 Max,30 Core GPU,Mac OS,2
Acer Aspire 5 A515-57 NX.K3JSI.006 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),46990.0,60.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i5 1235U,Intel Iris Xe Graphic,Windows 11 OS,1
HP 15s-fq2510tu Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),50790.0,60.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,11th Gen Intel Core i5 1135G7,Intel Iris Xe Graphics,Windows 11 OS,1
Lenovo Yoga Slim 7i Carbon 13IRP8 83AY003CIN Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),123190.0,64.0,13.3,16.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i7 1360P,Intel Integrated Iris Xe,Windows 11 OS,2
Lenovo Ideapad Gaming 3 15ARH7 82SB00QJIN Laptop  (AMD Ryzen 5 7535HS / 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),58900.0,64.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,7th Gen AMD Ryzen 5 7535HS,4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,1
Dell Inspiron 3520 IN3520P9K46002ORS1 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),36990.0,55.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i3 1215U,Intel Integrated UHD,Windows 11 OS,0
Lenovo IdeaPad Gaming 3 Gen 6 82K2028QIN Laptop (AMD Ryzen 5 5500H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),50390.0,62.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,5th Gen AMD Ryzen 5 5500H,4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,1
Avita Pura S102 Laptop (Celeron N4020/ 8GB/ 512GB SSD/ Win11 Home),20035.0,61.5,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,Intel Celeron  N4020,Intel Integrated UHD Graphics,Windows 11 OS,0
HP Spectre x360 14-ef2036TU Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),154999.0,66.0,13.5,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i7 1355U,Intel Iris Xe Graphics,Windows 11 OS,2
HP Omen 16-xd0005AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),106590.0,75.0,16.1,16.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,7th Gen AMD Ryzen 7 7840HS,6 GB NVIDIA GeForce RTX 4050,Windows 11 OS,2
HP ProBook 440 G9 821M3PA Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),79000.0,65.0,14.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i5 1235U,Intel Iris Xe Graphics,Windows 11 OS,1
Dell Latitude 3540 Laptop (13th Gen Core i5/ 8GB/ 256GB SSD/ Win11 Pro),97300.0,52.0,15.6,8.0,256.0,256 GB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i5 1335U,Intel Graphics,Windows 11 OS,2
Acer Aspire Lite AL15-51 15 2023 Laptop (11th Gen Core i5/ 8GB/ 1TB SSD/ Win11),44990.0,57.0,15.6,8.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,11th Gen Intel Core i5 1155G7,Intel Iris Xe Graphics,Windows 11 OS,1
HP 15s-FR5012TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),38990.0,53.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i3 1215U,Intel UHD Graphics,Windows 11 OS,0
Lenovo S14 Gen 3 82TW000VIH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ DOS),48989.0,52.0,14.0,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i5 1235U,Intel UHD Graphics,DOS OS,1
HP Victus 15-fa1134TX Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),94490.0,73.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i7 12650H,6 GB NVIDIA GeForce RTX 4050,Windows 11 OS,2
Infinix INBook Y1 Plus 15 XL28 Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Win 11 Home),25990.0,50.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,10th Gen Intel Core i5 1035G1,Intel Integrated UHD,Windows 11 OS,0
Microsoft Surface Laptop Go 3 XK1-00045 (12th Gen Core i5/ 8GB RAM/ 256 GB SSD/ Win 11),78990.0,53.0,12.4,8.0,256.0,256 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i5 1235U,Intel Iris Xe Graphics,Windows 11 OS,1
Acer Aspire 5 A514-56M NX.KH6SI.001 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),59900.0,51.0,14.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i5 1335U,Intel Integrated Iris Xe,Windows 11 OS,1
HP Victus 15-FA1098TX Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),58999.0,60.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i5 12450H,4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,1
Acer Aspire Lite AL15-41 Laptop (AMD Ryzen 5 5500U/ 16GB/ 1TB SSD/ Win11),38790.0,57.0,15.6,16.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,5th Gen AMD Ryzen 5 5500U,AMD Graphics,Windows 11 OS,0
Dell Inspiron 7430 IC7430MH5K0M01ORS1 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),88990.0,61.0,14.0,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i5 1335U,Intel Integrated,Windows 11 OS,2
Gigabyte G5 MF-E2IN313SHLaptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 6GB Graph),72990.0,70.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i5 12500H,6 GB NVIDIA GeForce RTX 4050,Windows 11 OS,1
HP Victus 15-fb1002AX Gaming Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),52850.0,65.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,7th Gen AMD Ryzen 5 7535HS,4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,1
HP Pavilion Plus ‎16-ab0456TX Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win 11/ 6GB Graphics),124999.0,72.0,16.0,16.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i7 13700H,6 GB NVIDIA GeForce RTX 3050,Windows 11 OS,2
HP 15s-er2004AU Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11),50490.0,54.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,5th Gen AMD Ryzen 7  5700U,AMD Radeon,Windows 11 OS,1
Lenovo IdeaPad Gaming 3 82K101LJIN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),52400.0,65.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,11th Gen Intel Core i5 11320H,4 GB NVIDIA GeForce GTX 1650,Windows 11 OS,1
Dell Inspiron 3530 IN3530RMD8W001ORS1 Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),66990.0,50.0,15.6,16.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i5 1335U,Intel UHD Graphics,Windows 11 OS,1
HP Omen 16-XD0007ax Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),103990.0,72.0,16.1,16.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,7th Gen AMD Ryzen 7 7840HS,6 GB NVIDIA GeForce RTX 4050,Windows 11 OS,2
Asus Vivobook Pro 15 OLED M6500QC-LK751WS Laptop (Ryzen 7 5800HS/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),76990.0,63.0,15.6,16.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,5th Gen AMD Ryzen 7 5800HS,4 GB NVIDIA GeForce RTX 3050,Windows 11 OS,1
MSI Vector GP68 HX 13VG-214IN Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),184990.0,77.0,16.0,16.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i7 13700HX,8 GB NVIDIA GeForce RTX 4070,Windows 11 OS,2
Asus Vivobook Go 14 E1404FA-NK547WS Laptop (Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win11),43990.0,56.0,14.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,7th Gen AMD Ryzen 5 7520U,AMD Radeon AMD,Windows 11 OS,1
Lenovo Yoga 7 82YL008HIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),91190.0,68.0,14.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i5 1340P,Integrated Intel Iris Xe Graphics,Windows 11 OS,2
Acer Aspire 3 A315-24P NX.KDESI.00B Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),32790.0,51.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,7th Gen AMD Ryzen 5 7520U,AMD Radeon AMD,Windows 11 OS,0
Asus Vivobook 15X OLED M3504YA-LK552WS Laptop (AMD Ryzen 5 7530U/ 16GB/ 1TB SSD/ Win11 Home),55990.0,61.0,15.6,16.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,7th Gen AMD Ryzen 5 7530U,Intel Iris Xe Graphics,Windows 11 OS,1
Lenovo Legion Slim 5 82Y9009JIN Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),132190.0,79.0,16.0,16.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,7th Gen AMD Ryzen 7 7840HS,8 GB NVIDIA GeForce RTX 4060,Windows 11 OS,2
Asus Vivobook 16 2023 X1605ZAB-MB342WS Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11 Home),40990.0,57.0,16.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i3 1215U,Intel Integrated UHD,Windows 11 OS,1
MSI Thin GF63 11SC-1629IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),44990.0,61.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,11th Gen Intel Core i5 11260H,4 GB NVIDIA GeForce GTX 1650 Max Q,Windows 11 OS,1
Asus Vivobook 15X OLED M3504YA-LK741WS Laptop (AMD Ryzen 7 7730U/ 16GB/ 512GB SSD/ Win11 Home),62950.0,62.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,7th Gen AMD Ryzen 7  7730U,Integrated AMD Radeon Graphics,Windows 11 OS,1
Lenovo IdeaPad 3 15IAU7 82RK00WXIN Laptop (12th Gen Core i3/ 8GB/ 256GB SSD/ Win11 Home),32990.0,53.0,15.6,8.0,256.0,256 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i3 1215U,Intel UHD Graphics,Windows 11 OS,0
Lenovo IdeaPad 1 15AMN7 82VG00ERIN Laptop (AMD Ryzen 3 7320U / 8GB/ 512GB SSD/ Win11 Home),32290.0,51.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,7th Gen AMD Ryzen 3 7320U,AMD Radeon 610M,Windows 11 OS,0
Asus BR1100CKA-GJ0746W Laptop (Celeron N4500/ 8GB/ 128GB SSD/ Win11 Home),16490.0,61.5,11.6,8.0,128.0,128 GB SSD,0.0,0.0,Non-IPS,Intel Celeron  N4500,Intel UHD Graphics,Windows 11 OS,0
Asus Vivobook 16X K3605ZU-MB542WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),75000.0,66.0,16.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i5 12450H,6 GB NVIDIA Geforce RTX 4050,Windows 11 OS,1
Asus Vivobook 16X K3605VU-MB541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),89990.0,64.0,16.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i5 13500H,6 GB NVIDIA Geforce RTX 4050,Windows 11 OS,2
Lenovo IdeaPad Gaming 3 15IHU6 82K101R9IN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),62999.0,63.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,11th Gen Intel Core i5 11320H,4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,1
Asus Vivobook Go 14 E1404FA-NK543WS Laptop (Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win11),45890.0,53.0,14.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,7th Gen AMD Ryzen 5 7520U,AMD Radeon AMD,Windows 11 OS,1
HP 250 G9 7M657PA Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),33900.0,56.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i3 1215U,Intel Integrated,Windows 11 OS,0
Lenovo IdeaPad Gaming 3 82SB00V5IN Laptop (AMD Ryzen 7 6800H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),66990.0,64.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,6th Gen AMD Ryzen 7 6800H,4 GB NVIDIA GeForce RTX 3050,Windows 11 OS,1
Acer Aspire Lite 15 2023 AL15-51 Laptop (11th Gen Core i7/ 16GB/ 1TB SSD/ Win11),53499.0,60.0,15.6,16.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,11th Gen Intel Core i7 1165G7,Intel Iris Xe Graphics,Windows 11 OS,1
Lenovo Yoga 7 82YL0095IN Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),91190.0,70.0,14.0,16.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i5 1340P,Integrated Intel Iris Xe Graphics,Windows 11 OS,2
Asus Vivobook Pro 15 OLED M6500QC-LK741WS Laptop (Ryzen 7 5800HS/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),73990.0,60.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,5th Gen AMD Ryzen 7 5800HS,4 GB NVIDIA GeForce RTX 3050,Windows 11 OS,1
Acer Chromebook CB314-3H NX.K04SI.008 Laptop (Intel Celeron N4500/ 8GB/ 64GB SSD/ Chrome OS),22490.0,61.5,14.0,8.0,64.0,64 GB SSD,0.0,0.0,Non-IPS,Intel Celeron N4500,Intel Integrated UHD,Chrome OS,0
Asus Vivobook Go 14 E410KA-EK013W Laptop (Celeron N4500/ 8GB/ 256GB SSD/ Win11 Home),23990.0,61.5,14.0,8.0,256.0,256 GB SSD,0.0,0.0,Non-IPS,Intel   N4500,Intel Integrated UHD,Windows OS,0
Dell Inspiron 7430 2 in 1 2023 Laptop (13th Gen Core i3/ 8GB/ 256GB SSD/ Win11),54490.0,53.0,14.0,8.0,256.0,256 GB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i3 1315U,Intel UHD Graphics,Windows 11 OS,1
Lenovo IdeaPad Gaming 3 15ACH6 82K20289IN Laptop (AMD Ryzen 5 5500H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),48490.0,59.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,5th Gen AMD Ryzen 5 5500H,4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,1
Ultimus Pro NU14U3INC43BN-CS Laptop (Celeron N4020/ 4GB/ 128GB SSD/ Win11 Home),13990.0,61.5,14.1,4.0,128.0,128 GB SSD,0.0,0.0,Non-IPS,Intel Celeron  N4020,Intel Integrated UHD Graphics,Windows 11 OS,0
Dell Inspiron 3520 IN3520KTMFJS01ORS1 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),36490.0,54.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,11th Gen Intel Core i3 1115G4,Intel UHD Graphics,Windows 11 OS,0
Zebronics Pro Series Z ZEB-NBC 4S 2023 Laptop (12th Gen Core i5 / 8GB/ 512GB SSD/ Win11 Home),31990.0,62.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i5 1235U,Intel Integrated,Windows 11 OS,0
